w,h,i,hex_value,setPk,naysayerHT,naysayerLtree,naysayerWots
16,12,100,fffffffffffffffffffffffff000000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,101,fffffffffffffffffffffffff800000000000000000000000000000000000000,67043,593796,1550749,636790
16,12,102,fffffffffffffffffffffffffc00000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,103,fffffffffffffffffffffffffe00000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,104,ffffffffffffffffffffffffff00000000000000000000000000000000000000,67043,593808,1550761,636790
16,12,105,ffffffffffffffffffffffffff80000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,106,ffffffffffffffffffffffffffc0000000000000000000000000000000000000,67043,593808,1550761,636790
16,12,107,ffffffffffffffffffffffffffe0000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,108,fffffffffffffffffffffffffff0000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,109,fffffffffffffffffffffffffff8000000000000000000000000000000000000,67043,593784,1550749,636802
16,12,110,fffffffffffffffffffffffffffc000000000000000000000000000000000000,67043,593772,1550737,636790
16,12,111,fffffffffffffffffffffffffffe000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,112,ffffffffffffffffffffffffffff000000000000000000000000000000000000,67043,593808,1550761,636802
16,12,113,ffffffffffffffffffffffffffff800000000000000000000000000000000000,67043,593808,1550761,636802
16,12,114,ffffffffffffffffffffffffffffc00000000000000000000000000000000000,67043,593808,1550761,636802
16,12,115,ffffffffffffffffffffffffffffe00000000000000000000000000000000000,67043,593784,1550749,636802
16,12,116,fffffffffffffffffffffffffffff00000000000000000000000000000000000,67043,593808,1550761,636802
16,12,117,fffffffffffffffffffffffffffff80000000000000000000000000000000000,67043,593784,1550749,636802
16,12,118,fffffffffffffffffffffffffffffc0000000000000000000000000000000000,67043,593808,1550761,636802
16,12,119,fffffffffffffffffffffffffffffe0000000000000000000000000000000000,67043,593808,1550761,636802
16,12,120,ffffffffffffffffffffffffffffff0000000000000000000000000000000000,67043,593808,1550761,636802
16,12,121,ffffffffffffffffffffffffffffff8000000000000000000000000000000000,67043,593808,1550761,636802
16,12,122,ffffffffffffffffffffffffffffffc000000000000000000000000000000000,67043,593808,1550761,636802
16,12,123,ffffffffffffffffffffffffffffffe000000000000000000000000000000000,67043,593808,1550761,636802
16,12,124,fffffffffffffffffffffffffffffff000000000000000000000000000000000,67043,593772,1550737,636790
16,12,125,fffffffffffffffffffffffffffffff800000000000000000000000000000000,67043,593808,1550761,636802
16,12,126,fffffffffffffffffffffffffffffffc00000000000000000000000000000000,67043,593784,1550749,636802
16,12,127,fffffffffffffffffffffffffffffffe00000000000000000000000000000000,67043,593808,1550761,636802
16,12,128,ffffffffffffffffffffffffffffffff00000000000000000000000000000000,67043,593784,1550749,636802
16,12,129,ffffffffffffffffffffffffffffffff80000000000000000000000000000000,67043,593808,1550761,636802
16,12,130,ffffffffffffffffffffffffffffffffc0000000000000000000000000000000,67043,593808,1550761,636802
16,12,131,ffffffffffffffffffffffffffffffffe0000000000000000000000000000000,67043,593784,1550737,636778
16,12,132,fffffffffffffffffffffffffffffffff0000000000000000000000000000000,67043,593808,1550761,636802
16,12,133,fffffffffffffffffffffffffffffffff8000000000000000000000000000000,67043,593808,1550761,636802
16,12,134,fffffffffffffffffffffffffffffffffc000000000000000000000000000000,67043,593808,1550761,636802
16,12,135,fffffffffffffffffffffffffffffffffe000000000000000000000000000000,67043,593808,1550761,636802
16,12,136,ffffffffffffffffffffffffffffffffff000000000000000000000000000000,67043,593808,1550761,636802
16,12,137,ffffffffffffffffffffffffffffffffff800000000000000000000000000000,67043,593808,1550761,636802
16,12,138,ffffffffffffffffffffffffffffffffffc00000000000000000000000000000,67043,593808,1550761,636802
16,12,139,ffffffffffffffffffffffffffffffffffe00000000000000000000000000000,67043,593808,1550761,636802
16,12,140,fffffffffffffffffffffffffffffffffff00000000000000000000000000000,67043,593808,1550761,636802
16,12,141,fffffffffffffffffffffffffffffffffff80000000000000000000000000000,67043,593796,1550749,636790
16,12,142,fffffffffffffffffffffffffffffffffffc0000000000000000000000000000,67043,593808,1550761,636802
16,12,143,fffffffffffffffffffffffffffffffffffe0000000000000000000000000000,67043,593808,1550761,636802
16,12,144,ffffffffffffffffffffffffffffffffffff0000000000000000000000000000,67043,593808,1550761,636790
16,12,145,ffffffffffffffffffffffffffffffffffff8000000000000000000000000000,67043,593808,1550761,636802
16,12,146,ffffffffffffffffffffffffffffffffffffc000000000000000000000000000,67043,593808,1550761,636802
16,12,147,ffffffffffffffffffffffffffffffffffffe000000000000000000000000000,67043,593808,1550761,636790
16,12,148,fffffffffffffffffffffffffffffffffffff000000000000000000000000000,67043,593808,1550761,636790
16,12,149,fffffffffffffffffffffffffffffffffffff800000000000000000000000000,67043,593784,1550749,636802
16,12,150,fffffffffffffffffffffffffffffffffffffc00000000000000000000000000,67043,593808,1550761,636802
16,12,151,fffffffffffffffffffffffffffffffffffffe00000000000000000000000000,67043,593808,1550761,636802
16,12,152,ffffffffffffffffffffffffffffffffffffff00000000000000000000000000,67043,593808,1550761,636802
16,12,153,ffffffffffffffffffffffffffffffffffffff80000000000000000000000000,67043,593808,1550761,636802
16,12,154,ffffffffffffffffffffffffffffffffffffffc0000000000000000000000000,67043,593784,1550749,636802
16,12,155,ffffffffffffffffffffffffffffffffffffffe0000000000000000000000000,67043,593808,1550761,636802
16,12,156,fffffffffffffffffffffffffffffffffffffff0000000000000000000000000,67043,593808,1550761,636802
