i,hex_value,setPk_max,verify_value
0,0000000000000000000000000000000000000000000000000000000000000000,44050,139785
1,8000000000000000000000000000000000000000000000000000000000000000,44050,139785
2,c000000000000000000000000000000000000000000000000000000000000000,44050,139785
3,e000000000000000000000000000000000000000000000000000000000000000,44050,139797
4,f000000000000000000000000000000000000000000000000000000000000000,44050,139797
5,f800000000000000000000000000000000000000000000000000000000000000,44050,139797
6,fc00000000000000000000000000000000000000000000000000000000000000,44050,139785
7,fe00000000000000000000000000000000000000000000000000000000000000,44050,139797
8,ff00000000000000000000000000000000000000000000000000000000000000,44050,139797
9,ff80000000000000000000000000000000000000000000000000000000000000,44050,139797
10,ffc0000000000000000000000000000000000000000000000000000000000000,44050,139797
11,ffe0000000000000000000000000000000000000000000000000000000000000,44050,139761
12,fff0000000000000000000000000000000000000000000000000000000000000,44050,139425
13,fff8000000000000000000000000000000000000000000000000000000000000,44050,139425
14,fffc000000000000000000000000000000000000000000000000000000000000,44050,139401
15,fffe000000000000000000000000000000000000000000000000000000000000,44050,139425
16,ffff000000000000000000000000000000000000000000000000000000000000,44050,139425
17,ffff800000000000000000000000000000000000000000000000000000000000,44050,139377
18,ffffc00000000000000000000000000000000000000000000000000000000000,44050,139401
19,ffffe00000000000000000000000000000000000000000000000000000000000,44050,139365
20,fffff00000000000000000000000000000000000000000000000000000000000,44050,139401
21,fffff80000000000000000000000000000000000000000000000000000000000,44050,139425
22,fffffc0000000000000000000000000000000000000000000000000000000000,44050,139413
23,fffffe0000000000000000000000000000000000000000000000000000000000,44050,139425
24,ffffff0000000000000000000000000000000000000000000000000000000000,44050,139425
25,ffffff8000000000000000000000000000000000000000000000000000000000,44050,139425
26,ffffffc000000000000000000000000000000000000000000000000000000000,44050,139425
27,ffffffe000000000000000000000000000000000000000000000000000000000,44050,139425
28,fffffff000000000000000000000000000000000000000000000000000000000,44050,139425
29,fffffff800000000000000000000000000000000000000000000000000000000,44050,139401
30,fffffffc00000000000000000000000000000000000000000000000000000000,44050,139425
31,fffffffe00000000000000000000000000000000000000000000000000000000,44050,139413
32,ffffffff00000000000000000000000000000000000000000000000000000000,44050,139413
33,ffffffff80000000000000000000000000000000000000000000000000000000,44050,139425
34,ffffffffc0000000000000000000000000000000000000000000000000000000,44050,139389
35,ffffffffe0000000000000000000000000000000000000000000000000000000,44050,139413
36,fffffffff0000000000000000000000000000000000000000000000000000000,44050,139425
37,fffffffff8000000000000000000000000000000000000000000000000000000,44050,139401
38,fffffffffc000000000000000000000000000000000000000000000000000000,44050,139389
39,fffffffffe000000000000000000000000000000000000000000000000000000,44050,139797
40,ffffffffff000000000000000000000000000000000000000000000000000000,44050,139797
41,ffffffffff800000000000000000000000000000000000000000000000000000,44050,139785
42,ffffffffffc00000000000000000000000000000000000000000000000000000,44050,139797
43,ffffffffffe00000000000000000000000000000000000000000000000000000,44050,139785
44,fffffffffff00000000000000000000000000000000000000000000000000000,44050,139797
45,fffffffffff80000000000000000000000000000000000000000000000000000,44050,139797
46,fffffffffffc0000000000000000000000000000000000000000000000000000,44050,139797
47,fffffffffffe0000000000000000000000000000000000000000000000000000,44050,139797
48,ffffffffffff0000000000000000000000000000000000000000000000000000,44050,139773
49,ffffffffffff8000000000000000000000000000000000000000000000000000,44050,139797
50,ffffffffffffc000000000000000000000000000000000000000000000000000,44050,139749
51,ffffffffffffe000000000000000000000000000000000000000000000000000,44050,139797
52,fffffffffffff000000000000000000000000000000000000000000000000000,44050,139797
53,fffffffffffff800000000000000000000000000000000000000000000000000,44050,139773
54,fffffffffffffc00000000000000000000000000000000000000000000000000,44050,139797
55,fffffffffffffe00000000000000000000000000000000000000000000000000,44050,139773
56,ffffffffffffff00000000000000000000000000000000000000000000000000,44050,139797
57,ffffffffffffff80000000000000000000000000000000000000000000000000,44050,139797
58,ffffffffffffffc0000000000000000000000000000000000000000000000000,44050,139785
59,ffffffffffffffe0000000000000000000000000000000000000000000000000,44050,139797
60,fffffffffffffff0000000000000000000000000000000000000000000000000,44050,139785
61,fffffffffffffff8000000000000000000000000000000000000000000000000,44050,139797
62,fffffffffffffffc000000000000000000000000000000000000000000000000,44050,139773
63,fffffffffffffffe000000000000000000000000000000000000000000000000,44050,139797
64,ffffffffffffffff000000000000000000000000000000000000000000000000,44050,139785
65,ffffffffffffffff800000000000000000000000000000000000000000000000,44050,139833
66,ffffffffffffffffc00000000000000000000000000000000000000000000000,44050,139785
67,ffffffffffffffffe00000000000000000000000000000000000000000000000,44050,139821
68,fffffffffffffffff00000000000000000000000000000000000000000000000,44050,139809
69,fffffffffffffffff80000000000000000000000000000000000000000000000,44050,139821
70,fffffffffffffffffc0000000000000000000000000000000000000000000000,44050,139821
71,fffffffffffffffffe0000000000000000000000000000000000000000000000,44050,139797
72,ffffffffffffffffff0000000000000000000000000000000000000000000000,44050,139821
73,ffffffffffffffffff8000000000000000000000000000000000000000000000,44050,139821
74,ffffffffffffffffffc000000000000000000000000000000000000000000000,44050,139785
75,ffffffffffffffffffe000000000000000000000000000000000000000000000,44050,139809
76,fffffffffffffffffff000000000000000000000000000000000000000000000,44050,139809
77,fffffffffffffffffff800000000000000000000000000000000000000000000,44050,139809
78,fffffffffffffffffffc00000000000000000000000000000000000000000000,44050,139797
79,fffffffffffffffffffe00000000000000000000000000000000000000000000,44050,139821
80,ffffffffffffffffffff00000000000000000000000000000000000000000000,44050,139809
81,ffffffffffffffffffff80000000000000000000000000000000000000000000,44050,139821
82,ffffffffffffffffffffc0000000000000000000000000000000000000000000,44050,139809
83,ffffffffffffffffffffe0000000000000000000000000000000000000000000,44050,139821
84,fffffffffffffffffffff0000000000000000000000000000000000000000000,44050,139809
85,fffffffffffffffffffff8000000000000000000000000000000000000000000,44050,139821
86,fffffffffffffffffffffc000000000000000000000000000000000000000000,44050,139797
