i,hex_value,set_pk_max,verify_value
0,0000000000000000000000000000000000000000000000000000000000000000,3150414,389712
1,8000000000000000000000000000000000000000000000000000000000000000,3150414,385281
2,c000000000000000000000000000000000000000000000000000000000000000,3150414,385281
3,e000000000000000000000000000000000000000000000000000000000000000,3150414,383805
4,f000000000000000000000000000000000000000000000000000000000000000,3150414,383805
5,f800000000000000000000000000000000000000000000000000000000000000,3150414,383805
6,fc00000000000000000000000000000000000000000000000000000000000000,3150414,382329
7,fe00000000000000000000000000000000000000000000000000000000000000,3150414,382329
8,ff00000000000000000000000000000000000000000000000000000000000000,3150414,382329
9,ff80000000000000000000000000000000000000000000000000000000000000,3150414,380853
10,ffc0000000000000000000000000000000000000000000000000000000000000,3150414,380853
11,ffe0000000000000000000000000000000000000000000000000000000000000,3150414,377902
12,fff0000000000000000000000000000000000000000000000000000000000000,3150414,377902
13,fff8000000000000000000000000000000000000000000000000000000000000,3150414,377902
14,fffc000000000000000000000000000000000000000000000000000000000000,3150414,376427
15,fffe000000000000000000000000000000000000000000000000000000000000,3150414,376427
16,ffff000000000000000000000000000000000000000000000000000000000000,3150414,376427
17,ffff800000000000000000000000000000000000000000000000000000000000,3150414,374952
18,ffffc00000000000000000000000000000000000000000000000000000000000,3150414,374952
19,ffffe00000000000000000000000000000000000000000000000000000000000,3150414,373478
20,fffff00000000000000000000000000000000000000000000000000000000000,3150414,373478
21,fffff80000000000000000000000000000000000000000000000000000000000,3150414,373478
22,fffffc0000000000000000000000000000000000000000000000000000000000,3150414,370531
23,fffffe0000000000000000000000000000000000000000000000000000000000,3150414,370531
24,ffffff0000000000000000000000000000000000000000000000000000000000,3150414,370531
25,ffffff8000000000000000000000000000000000000000000000000000000000,3150414,369057
26,ffffffc000000000000000000000000000000000000000000000000000000000,3150414,369057
27,ffffffe000000000000000000000000000000000000000000000000000000000,3150414,367584
28,fffffff000000000000000000000000000000000000000000000000000000000,3150414,367584
29,fffffff800000000000000000000000000000000000000000000000000000000,3150414,367584
30,fffffffc00000000000000000000000000000000000000000000000000000000,3150414,366112
31,fffffffe00000000000000000000000000000000000000000000000000000000,3150414,366112
32,ffffffff00000000000000000000000000000000000000000000000000000000,3150414,366112
33,ffffffff80000000000000000000000000000000000000000000000000000000,3150414,363167
34,ffffffffc0000000000000000000000000000000000000000000000000000000,3150414,363167
35,ffffffffe0000000000000000000000000000000000000000000000000000000,3150414,361696
36,fffffffff0000000000000000000000000000000000000000000000000000000,3150414,361696
37,fffffffff8000000000000000000000000000000000000000000000000000000,3150414,361696
38,fffffffffc000000000000000000000000000000000000000000000000000000,3150414,360224
