w,h,i,hex_value,set_pk,verify
256,18,100,fffffffffffffffffffffffff000000000000000000000000000000000000000,66789,66881404
256,18,101,fffffffffffffffffffffffff800000000000000000000000000000000000000,66789,66750057
256,18,102,fffffffffffffffffffffffffc00000000000000000000000000000000000000,66789,66684405
256,18,103,fffffffffffffffffffffffffe00000000000000000000000000000000000000,66789,66651605
256,18,104,ffffffffffffffffffffffffff00000000000000000000000000000000000000,66789,66635202
256,18,105,ffffffffffffffffffffffffff80000000000000000000000000000000000000,66789,64547188
256,18,106,ffffffffffffffffffffffffffc0000000000000000000000000000000000000,66789,63511839
256,18,107,ffffffffffffffffffffffffffe0000000000000000000000000000000000000,66789,62996330
256,18,108,fffffffffffffffffffffffffff0000000000000000000000000000000000000,66789,62739117
256,18,109,fffffffffffffffffffffffffff8000000000000000000000000000000000000,66789,62610646
256,18,110,fffffffffffffffffffffffffffc000000000000000000000000000000000000,66789,62546445
256,18,111,fffffffffffffffffffffffffffe000000000000000000000000000000000000,66789,62514352
256,18,112,ffffffffffffffffffffffffffff000000000000000000000000000000000000,66789,62498308
256,18,113,ffffffffffffffffffffffffffff800000000000000000000000000000000000,66789,60456322
256,18,114,ffffffffffffffffffffffffffffc00000000000000000000000000000000000,66789,59443986
256,18,115,ffffffffffffffffffffffffffffe00000000000000000000000000000000000,66789,58939985
256,18,116,fffffffffffffffffffffffffffff00000000000000000000000000000000000,66789,58688526
256,18,117,fffffffffffffffffffffffffffff80000000000000000000000000000000000,66789,58562931
256,18,118,fffffffffffffffffffffffffffffc0000000000000000000000000000000000,66789,58500168
256,18,119,fffffffffffffffffffffffffffffe0000000000000000000000000000000000,66789,58468795
256,18,120,ffffffffffffffffffffffffffffff0000000000000000000000000000000000,66789,58453098
256,18,121,ffffffffffffffffffffffffffffff8000000000000000000000000000000000,66789,56457151
256,18,122,ffffffffffffffffffffffffffffffc000000000000000000000000000000000,66789,55467830
256,18,123,ffffffffffffffffffffffffffffffe000000000000000000000000000000000,66789,54975335
256,18,124,fffffffffffffffffffffffffffffff000000000000000000000000000000000,66789,54729629
256,18,125,fffffffffffffffffffffffffffffff800000000000000000000000000000000,66789,54606912
256,18,126,fffffffffffffffffffffffffffffffc00000000000000000000000000000000,66789,54545587
256,18,127,fffffffffffffffffffffffffffffffe00000000000000000000000000000000,66789,54514933
256,18,128,ffffffffffffffffffffffffffffffff00000000000000000000000000000000,66789,54499608
256,18,129,ffffffffffffffffffffffffffffffff80000000000000000000000000000000,66789,52549676
256,18,130,ffffffffffffffffffffffffffffffffc0000000000000000000000000000000,66789,51583368
256,18,131,ffffffffffffffffffffffffffffffffe0000000000000000000000000000000,66789,51102381
256,18,132,fffffffffffffffffffffffffffffffff0000000000000000000000000000000,66789,50862428
256,18,133,fffffffffffffffffffffffffffffffff8000000000000000000000000000000,66789,50742587
256,18,134,fffffffffffffffffffffffffffffffffc000000000000000000000000000000,66789,50682677
256,18,135,fffffffffffffffffffffffffffffffffe000000000000000000000000000000,66789,50652766
256,18,136,ffffffffffffffffffffffffffffffffff000000000000000000000000000000,66789,50637801
256,18,137,ffffffffffffffffffffffffffffffffff800000000000000000000000000000,66789,48733897
256,18,138,ffffffffffffffffffffffffffffffffffc00000000000000000000000000000,66789,47790603
256,18,139,ffffffffffffffffffffffffffffffffffe00000000000000000000000000000,66789,47321122
256,18,140,fffffffffffffffffffffffffffffffffff00000000000000000000000000000,66789,47086923
256,18,141,fffffffffffffffffffffffffffffffffff80000000000000000000000000000,66789,46969959
256,18,142,fffffffffffffffffffffffffffffffffffc0000000000000000000000000000,66789,46911510
256,18,143,fffffffffffffffffffffffffffffffffffe0000000000000000000000000000,66789,46882295
256,18,144,ffffffffffffffffffffffffffffffffffff0000000000000000000000000000,66789,46867689
256,18,145,ffffffffffffffffffffffffffffffffffff8000000000000000000000000000,66789,45009812
256,18,146,ffffffffffffffffffffffffffffffffffffc000000000000000000000000000,66789,44089532
256,18,147,ffffffffffffffffffffffffffffffffffffe000000000000000000000000000,66789,43631558
256,18,148,fffffffffffffffffffffffffffffffffffff000000000000000000000000000,66789,43403112
256,18,149,fffffffffffffffffffffffffffffffffffff800000000000000000000000000,66789,43289025
256,18,150,fffffffffffffffffffffffffffffffffffffc00000000000000000000000000,66789,43232015
