h,d,a,k,setPk_max,naysayerFors,naysayerForsHash,WotsHashNaysayer,wotsNaysayer,xmssNaysayer,setSign
16,6,25,9,66999,891200,1273751,1424866,1227510,689635,66708
16,6,29,8,not found,not found,not found,not found,not found,not found,not found
16,6,33,7,not found,not found,not found,not found,not found,not found,not found
16,6,38,6,not found,not found,not found,not found,not found,not found,not found
16,6,45,5,not found,not found,not found,not found,not found,not found,not found
16,6,46,5,not found,not found,not found,not found,not found,not found,not found
16,6,57,4,not found,not found,not found,not found,not found,not found,not found
16,6,58,4,not found,not found,not found,not found,not found,not found,not found
16,7,4,57,66999,723485,1833093,1428487,1226290,690597,66708
16,7,4,58,66999,724566,1845781,1428039,1238822,691670,66708
16,7,5,45,66999,731259,1691294,1425298,1231895,689695,66708
16,7,5,46,66987,732669,1704315,1427638,1233983,691125,66684
16,7,6,38,66999,740482,1610126,1427673,1225656,690569,66696
16,7,7,33,66987,749574,1552592,1428458,1230546,691411,66708
16,7,8,29,66999,755719,1506686,1428445,1230749,691598,66708
16,7,9,25,66999,762093,1458425,1425747,1236558,689711,66708
16,7,10,23,66999,771572,1436776,1427518,1225289,691101,66684
16,7,11,21,66999,779852,1413994,1428299,1226466,691359,66708
16,7,12,19,66999,786956,1389652,1427926,1238949,690497,66708
16,7,15,15,66999,810616,1342990,1425522,1223237,689715,66708
16,7,19,12,66999,843591,1309152,1426789,1237432,690569,66708
16,7,21,11,66999,860772,1298560,1428819,1235164,691395,66708
16,7,23,10,66999,876633,1286863,1428128,1238923,691093,66696
16,7,25,9,66999,891236,1273871,1425130,1227546,689671,66708
16,7,29,8,not found,not found,not found,not found,not found,not found,not found
16,7,33,7,not found,not found,not found,not found,not found,not found,not found
16,7,38,6,not found,not found,not found,not found,not found,not found,not found
16,7,45,5,not found,not found,not found,not found,not found,not found,not found
16,7,46,5,not found,not found,not found,not found,not found,not found,not found
16,7,57,4,not found,not found,not found,not found,not found,not found,not found
16,7,58,4,not found,not found,not found,not found,not found,not found,not found
16,8,4,57,66999,726638,1895796,1451820,1229438,693739,66708
16,8,4,58,66999,727719,1909760,1451372,1241971,694812,66708
16,8,5,45,66999,731259,1691294,1425298,1231895,689695,66696
16,8,5,46,66999,732669,1704315,1427638,1233983,691125,66708
16,8,6,38,66999,740482,1610126,1427673,1225656,690569,66708
16,8,7,33,66999,749574,1552592,1428458,1230546,691411,66708
16,8,8,29,66999,755683,1506326,1428181,1230713,691562,66708
16,8,9,25,66999,762093,1458425,1425747,1236558,689711,66696
16,8,10,23,66999,771572,1436776,1427518,1225289,691101,66708
16,8,11,21,66999,779852,1413994,1428299,1226466,691359,66708
16,8,12,19,66999,786992,1389892,1428190,1238985,690533,66708
16,8,15,15,66999,810616,1342990,1425522,1223237,689715,66708
16,8,19,12,66999,843591,1309152,1426789,1237432,690569,66708
16,8,21,11,66999,860772,1298560,1428819,1235164,691395,66708
16,8,23,10,66987,876633,1286863,1428128,1238923,691093,66708
16,8,25,9,66999,891236,1273871,1425130,1227546,689671,66708
16,8,29,8,not found,not found,not found,not found,not found,not found,not found
16,8,33,7,not found,not found,not found,not found,not found,not found,not found
16,8,38,6,not found,not found,not found,not found,not found,not found,not found
16,8,45,5,not found,not found,not found,not found,not found,not found,not found
16,8,46,5,not found,not found,not found,not found,not found,not found,not found
16,8,57,4,not found,not found,not found,not found,not found,not found,not found
16,8,58,4,not found,not found,not found,not found,not found,not found,not found
16,9,4,57,66987,726566,1894572,1450532,1241179,693707,66708
16,9,4,58,66999,727683,1909052,1451409,1229247,694752,66708
16,9,5,45,66999,734317,1739645,1448899,1235060,692825,66708
16,9,5,46,66999,735763,1754383,1451073,1233344,694223,66708
16,9,6,38,66999,740482,1610246,1427183,1225062,690569,66696
16,9,7,33,66999,749646,1553096,1426877,1224644,691431,66696
16,9,8,29,66999,755683,1506302,1428453,1235026,691562,66708
16,9,9,25,66999,762093,1458425,1425843,1236574,689727,66708
16,9,10,23,66999,771572,1436812,1427422,1238301,691145,66708
16,9,11,21,66999,779852,1413982,1427419,1238186,691335,66708
16,9,12,19,66999,786992,1389832,1427572,1225387,690553,66708
16,9,15,15,66999,810580,1342798,1426883,1224826,689699,66708
16,9,19,12,66999,843591,1309188,1426436,1232781,690577,66708
16,9,21,11,66999,860772,1298560,1428294,1239193,691427,66708
16,9,23,10,66999,876561,1286599,1427468,1238835,691045,66708
16,9,25,9,66999,891236,1273847,1425867,1236570,689711,66696
16,9,29,8,not found,not found,not found,not found,not found,not found,not found
16,9,33,7,not found,not found,not found,not found,not found,not found,not found
16,9,38,6,not found,not found,not found,not found,not found,not found,not found
16,9,45,5,not found,not found,not found,not found,not found,not found,not found
16,9,46,5,not found,not found,not found,not found,not found,not found,not found
16,9,57,4,not found,not found,not found,not found,not found,not found,not found
16,9,58,4,not found,not found,not found,not found,not found,not found,not found
17,2,4,57,66999,723720,1833328,1413619,1226094,690800,66708
17,2,4,58,66999,724801,1846016,1413204,1225891,691881,66708
17,2,5,45,66999,728341,1642182,1404424,1222239,686809,66696
17,2,5,46,66999,729751,1654141,1405946,1232318,688239,66708
17,2,6,38,66999,737563,1568880,1405972,1236693,687675,66696
17,2,7,33,66999,746715,1517072,1400951,1233547,688497,66708
17,2,8,29,66999,752798,1474895,1401948,1227491,688652,66696
17,2,9,25,66999,759172,1431053,1404184,1235177,686821,66708
17,2,10,23,66999,768542,1410761,1397660,1236081,688111,66708
17,2,11,21,66987,776929,1390891,1398324,1231792,688405,66708
17,2,12,19,66999,784081,1368904,1394845,1226300,687663,66708
17,2,15,15,66999,807680,1326327,1396264,1221831,686805,66708
17,2,19,12,66999,840628,1295567,1391781,1227096,687623,66708
17,2,21,11,66999,857844,1286156,1395365,1228544,688481,66708
17,2,23,10,66999,873691,1275541,1397603,1223966,688219,66708
17,2,25,9,66987,888306,1263523,1396852,1233933,686733,66708
17,2,29,8,not found,not found,not found,not found,not found,not found,not found
17,2,33,7,not found,not found,not found,not found,not found,not found,not found
17,2,38,6,not found,not found,not found,not found,not found,not found,not found
17,2,45,5,not found,not found,not found,not found,not found,not found,not found
17,2,46,5,not found,not found,not found,not found,not found,not found,not found
17,2,57,4,not found,not found,not found,not found,not found,not found,not found
17,2,58,4,not found,not found,not found,not found,not found,not found,not found
17,3,4,57,66999,723767,1833375,1422483,1238950,690839,66708
17,3,4,58,66999,724848,1845859,1422104,1235289,691900,66708
17,3,5,45,66999,731505,1691108,1426503,1233096,690017,66708
17,3,5,46,66987,732951,1704477,1428623,1235196,691399,66708
17,3,6,38,66999,740764,1610528,1426815,1229023,690811,66696
17,3,7,33,66999,749928,1553378,1429507,1231723,691665,66708
17,3,8,29,66999,752845,1474942,1404785,1226980,688755,66708
17,3,9,25,66999,759219,1431100,1405097,1227212,686872,66708
17,3,10,23,66999,768661,1411384,1405576,1232040,688270,66708
17,3,11,21,66987,776976,1390962,1406115,1232587,688500,66708
17,3,12,19,66999,784128,1368951,1404663,1231159,687706,66708
17,3,15,15,66999,807727,1326302,1402903,1229675,686872,66708
17,3,19,12,66999,840711,1295806,1403728,1225867,687690,66708
17,3,21,11,66999,857891,1286203,1402369,1226424,688548,66708
17,3,23,10,66987,873702,1275456,1402755,1234748,688218,66708
17,3,25,9,66999,888389,1263690,1404661,1222872,686820,66708
17,3,29,8,not found,not found,not found,not found,not found,not found,not found
17,3,33,7,not found,not found,not found,not found,not found,not found,not found
17,3,38,6,not found,not found,not found,not found,not found,not found,not found
17,3,45,5,not found,not found,not found,not found,not found,not found,not found
17,3,46,5,not found,not found,not found,not found,not found,not found,not found
17,3,57,4,not found,not found,not found,not found,not found,not found,not found
17,3,58,4,not found,not found,not found,not found,not found,not found,not found
17,4,4,57,66999,723767,1833315,1422997,1225336,690851,66708
17,4,4,58,66999,724848,1846063,1424134,1236343,691920,66708
17,4,5,45,66999,731541,1691612,1427152,1237795,689949,66708
17,4,5,46,66999,732951,1704597,1428470,1234871,691431,66708
17,4,6,38,66999,740764,1610384,1427902,1229966,690819,66708
17,4,7,33,66999,749892,1552934,1428564,1239463,691629,66708
17,4,8,29,66999,756001,1506872,1429352,1227051,691888,66708
17,4,9,25,66999,762339,1458395,1427393,1225100,689941,66708
17,4,10,23,66999,771854,1437094,1428346,1226201,691371,66696
17,4,11,21,66999,780134,1414276,1429720,1227695,691625,66708
17,4,12,19,66999,787238,1389874,1426716,1229308,690807,66708
17,4,15,15,66999,807727,1326374,1402096,1228740,686856,66708
17,4,19,12,66999,840639,1295530,1405016,1227159,687690,66708
17,4,21,11,66999,857891,1286203,1406285,1233201,688520,66708
17,4,23,10,66999,873702,1275456,1404377,1222408,688238,66708
17,4,25,9,66999,888389,1263690,1403653,1230313,686832,66708
17,4,29,8,not found,not found,not found,not found,not found,not found,not found
17,4,33,7,not found,not found,not found,not found,not found,not found,not found
17,4,38,6,not found,not found,not found,not found,not found,not found,not found
17,4,45,5,not found,not found,not found,not found,not found,not found,not found
17,4,46,5,not found,not found,not found,not found,not found,not found,not found
17,4,57,4,not found,not found,not found,not found,not found,not found,not found
17,4,58,4,not found,not found,not found,not found,not found,not found,not found
17,5,4,57,66999,723767,1833183,1428777,1226588,690847,66708
17,5,4,58,66999,724848,1846063,1427904,1225807,691928,66708
17,5,5,45,66999,731505,1691108,1428071,1238746,690017,66696
17,5,5,46,66999,732951,1704597,1428430,1226201,691439,66708
17,5,6,38,66999,740728,1610276,1428211,1230299,690851,66708
17,5,7,33,66987,749928,1553258,1429157,1226820,691673,66708
17,5,8,29,66999,756001,1506764,1428694,1239401,691884,66708
17,5,9,25,66999,762375,1458707,1425387,1236230,690021,66708
17,5,10,23,66999,771854,1437094,1426653,1237620,691407,66708
17,5,11,21,66999,780134,1414264,1427424,1238163,691609,66708
17,5,12,19,66999,787202,1389754,1427806,1225649,690847,66708
17,5,15,15,66999,810898,1343272,1426511,1224478,690009,66708
17,5,19,12,66999,843873,1309470,1427060,1233641,690831,66708
17,5,21,11,66999,861054,1298842,1429169,1226824,691693,66708
17,5,23,10,66999,876879,1287013,1427071,1233876,691339,66708
17,5,25,9,66999,891554,1274213,1426539,1224470,689969,66708
17,5,29,8,not found,not found,not found,not found,not found,not found,not found
17,5,33,7,not found,not found,not found,not found,not found,not found,not found
17,5,38,6,not found,not found,not found,not found,not found,not found,not found
17,5,45,5,not found,not found,not found,not found,not found,not found,not found
17,5,46,5,not found,not found,not found,not found,not found,not found,not found
17,5,57,4,not found,not found,not found,not found,not found,not found,not found
17,5,58,4,not found,not found,not found,not found,not found,not found,not found
17,6,4,57,66999,723767,1833375,1426458,1233023,690855,66708
17,6,4,58,66999,724848,1845859,1427864,1234449,691928,66708
17,6,5,45,66999,731541,1691612,1425917,1228161,689965,66708
17,6,5,46,66999,732951,1704537,1427932,1238607,691407,66696
17,6,6,38,66999,740728,1610060,1426547,1237634,690815,66708
17,6,7,33,66999,749928,1553378,1427994,1234519,691693,66708
17,6,8,29,66999,756001,1506968,1427475,1238426,691904,66708
17,6,9,25,66999,762339,1458455,1425403,1231884,689993,66708
17,6,10,23,66999,771818,1436806,1427897,1230185,691371,66708
17,6,11,21,66987,780098,1414012,1428268,1230748,691605,66708
17,6,12,19,66999,787238,1390054,1428424,1226235,690803,66708
17,6,15,15,66999,810898,1343272,1426791,1228831,689997,66708
17,6,19,12,66987,843873,1309470,1427625,1238316,690827,66708
17,6,21,11,66987,861054,1298842,1428186,1230190,691689,66708
17,6,23,10,66999,876879,1287013,1428193,1234550,691387,66708
17,6,25,9,66999,891554,1274213,1427458,1229742,689965,66708
17,6,29,8,not found,not found,not found,not found,not found,not found,not found
17,6,33,7,not found,not found,not found,not found,not found,not found,not found
17,6,38,6,not found,not found,not found,not found,not found,not found,not found
17,6,45,5,not found,not found,not found,not found,not found,not found,not found
17,6,46,5,not found,not found,not found,not found,not found,not found,not found
17,6,57,4,not found,not found,not found,not found,not found,not found,not found
17,6,58,4,not found,not found,not found,not found,not found,not found,not found
17,7,4,57,66999,723767,1833375,1426458,1233023,690855,66708
17,7,4,58,66999,724848,1845859,1427864,1234449,691928,66708
17,7,5,45,66999,731505,1691060,1425653,1228125,689929,66708
17,7,5,46,66999,732951,1704537,1427932,1238607,691407,66708
17,7,6,38,66999,740728,1610060,1426547,1237634,690815,66708
17,7,7,33,66999,749928,1553378,1427994,1234519,691693,66708
17,7,8,29,66999,756001,1506968,1427475,1238426,691904,66708
17,7,9,25,66999,762339,1458455,1425403,1231884,689993,66708
17,7,10,23,66999,771854,1437094,1428161,1230221,691407,66708
17,7,11,21,66999,780134,1414276,1428532,1230784,691641,66708
17,7,12,19,66999,787238,1390054,1428424,1226235,690803,66708
17,7,15,15,66999,810898,1343272,1426791,1228831,689997,66708
17,7,19,12,66999,843873,1309470,1427625,1238316,690827,66708
17,7,21,11,66999,861054,1298842,1428186,1230190,691689,66708
17,7,23,10,66999,876879,1287013,1428193,1234550,691387,66708
17,7,25,9,66987,891554,1274213,1427458,1229742,689965,66708
17,7,29,8,not found,not found,not found,not found,not found,not found,not found
17,7,33,7,not found,not found,not found,not found,not found,not found,not found
17,7,38,6,not found,not found,not found,not found,not found,not found,not found
17,7,45,5,not found,not found,not found,not found,not found,not found,not found
17,7,46,5,not found,not found,not found,not found,not found,not found,not found
17,7,57,4,not found,not found,not found,not found,not found,not found,not found
17,7,58,4,not found,not found,not found,not found,not found,not found,not found
17,8,4,57,66999,726848,1894686,1449263,1236100,693925,66708
17,8,4,58,66999,728001,1909838,1451197,1237598,695070,66708
17,8,5,45,66999,731541,1691612,1425917,1228161,689965,66708
17,8,5,46,66999,732951,1704537,1427932,1238607,691407,66708
17,8,6,38,66999,740764,1610528,1426811,1237670,690851,66708
17,8,7,33,66999,749928,1553378,1427994,1234519,691693,66708
17,8,8,29,66999,756001,1506968,1427475,1238426,691904,66696
17,8,9,25,66987,762339,1458455,1425403,1231884,689993,66708
17,8,10,23,66987,771854,1437094,1428161,1230221,691407,66708
17,8,11,21,66999,780134,1414276,1428532,1230784,691641,66708
17,8,12,19,66987,787238,1390054,1428424,1226235,690803,66708
17,8,15,15,66999,810898,1343272,1426791,1228831,689997,66708
17,8,19,12,66987,843873,1309470,1427625,1238316,690827,66696
17,8,21,11,66999,861054,1298842,1428186,1230190,691689,66708
17,8,23,10,66999,876879,1287013,1428193,1234550,691387,66708
17,8,25,9,66999,891554,1274213,1427458,1229742,689965,66708
17,8,29,8,not found,not found,not found,not found,not found,not found,not found
17,8,33,7,not found,not found,not found,not found,not found,not found,not found
17,8,38,6,not found,not found,not found,not found,not found,not found,not found
17,8,45,5,not found,not found,not found,not found,not found,not found,not found
17,8,46,5,not found,not found,not found,not found,not found,not found,not found
17,8,57,4,not found,not found,not found,not found,not found,not found,not found
17,8,58,4,not found,not found,not found,not found,not found,not found,not found
17,9,4,57,66999,726873,1895767,1450405,1240824,693978,66708
17,9,4,58,66999,727954,1909995,1450464,1236897,694939,66708
17,9,5,45,66999,734588,1740336,1448967,1231218,693036,66696
17,9,5,46,66999,736034,1755062,1450320,1228062,694446,66708
17,9,6,38,66999,740681,1610109,1426985,1237968,690804,66708
17,9,7,33,66999,749881,1553331,1427570,1234123,691618,66696
17,9,8,29,66999,755882,1506273,1427172,1229680,691809,66708
17,9,9,25,66999,762328,1458660,1426656,1233105,689974,66708
17,9,10,23,66999,771807,1437047,1428054,1238801,691332,66708
17,9,11,21,66999,779979,1413449,1427678,1238397,691510,66708
17,9,12,19,66999,787227,1390127,1427748,1234589,690800,66708
17,9,15,15,66999,810851,1343225,1425504,1227532,689970,66708
17,9,19,12,66999,843790,1309267,1427177,1237948,690776,66708
17,9,21,11,66999,861007,1298795,1428456,1226143,691638,66708
17,9,23,10,66999,876868,1287098,1428339,1230483,691340,66708
17,9,25,9,66999,891507,1274166,1428257,1226000,689934,66708
17,9,29,8,not found,not found,not found,not found,not found,not found,not found
17,9,33,7,not found,not found,not found,not found,not found,not found,not found
17,9,38,6,not found,not found,not found,not found,not found,not found,not found
17,9,45,5,not found,not found,not found,not found,not found,not found,not found
17,9,46,5,not found,not found,not found,not found,not found,not found,not found
17,9,57,4,not found,not found,not found,not found,not found,not found,not found
17,9,58,4,not found,not found,not found,not found,not found,not found,not found
18,2,4,55,66999,721921,1808010,1403912,1227936,689029,66708
18,2,4,56,66999,723002,1820693,1413689,1226276,690098,66708
18,2,5,44,66999,727388,1630598,1403658,1221873,685852,66708
18,2,6,37,66999,736328,1557071,1404502,1231134,686384,66708
18,2,7,31,66999,743224,1492374,1397891,1229415,685022,66708
18,2,7,32,66987,745151,1504966,1399356,1227639,686937,66696
18,2,8,28,66999,750999,1462609,1401790,1231330,686957,66708
18,2,10,22,66999,766287,1398723,1394193,1228205,685868,66708
18,2,11,20,66987,774284,1377805,1395383,1224514,685828,66708
18,2,13,17,66999,790926,1346390,1393948,1229184,686094,66708
18,2,14,16,66999,799796,1336831,1395995,1230015,686913,66708
18,2,16,14,66999,815564,1315807,1396922,1235259,686893,66708
18,2,17,13,66999,823047,1304757,1396307,1225786,686154,66708
18,2,20,11,66999,846831,1283535,1391592,1222555,685852,66708
18,2,22,10,66999,863227,1273058,1392103,1233944,685848,66696
18,2,28,8,66999,912540,1253367,1398478,1222653,686937,66708
18,2,31,7,not found,not found,not found,not found,not found,not found,not found
18,2,32,7,66999,944735,1242881,1399375,1231663,686937,66708
18,2,37,6,not found,not found,not found,not found,not found,not found,not found
18,2,44,5,not found,not found,not found,not found,not found,not found,not found
18,2,55,4,not found,not found,not found,not found,not found,not found,not found
18,2,56,4,not found,not found,not found,not found,not found,not found,not found
18,3,4,57,66999,724049,1833657,1420439,1238154,691169,66696
18,3,4,58,66999,725094,1845637,1421224,1234961,692242,66708
18,3,5,45,66987,731787,1691234,1427740,1225675,690211,66708
18,3,5,46,66987,733233,1704855,1429486,1240121,691705,66708
18,3,6,38,66999,740974,1610234,1427598,1238289,691105,66708
18,3,7,33,66999,750210,1553600,1427538,1238485,691935,66708
18,3,8,29,66987,753127,1475332,1405348,1223251,689069,66708
18,3,9,25,66999,759501,1431382,1404770,1222849,687154,66708
18,3,10,23,66999,768979,1411918,1405858,1232330,688544,66708
18,3,11,21,66999,777258,1391244,1406614,1237531,688774,66708
18,3,12,19,66999,784410,1369293,1406530,1224365,687968,66708
18,3,15,15,66999,808009,1326656,1403534,1221609,687122,66708
18,3,19,12,66987,840993,1296088,1404556,1222471,688012,66708
18,3,21,11,66987,858173,1286485,1405683,1232283,688798,66696
18,3,23,10,66999,874020,1275870,1405453,1227664,688552,66708
18,3,25,9,66999,888635,1263912,1402758,1230262,687138,66696
18,3,29,8,not found,not found,not found,not found,not found,not found,not found
18,3,33,7,not found,not found,not found,not found,not found,not found,not found
18,3,38,6,not found,not found,not found,not found,not found,not found,not found
18,3,45,5,not found,not found,not found,not found,not found,not found,not found
18,3,46,5,not found,not found,not found,not found,not found,not found,not found
18,3,57,4,not found,not found,not found,not found,not found,not found,not found
18,3,58,4,not found,not found,not found,not found,not found,not found,not found
18,4,4,57,66999,724049,1833525,1424098,1230870,691121,66708
18,4,4,58,66999,725130,1846213,1424103,1227658,692250,66708
18,4,5,45,66999,731823,1691894,1428686,1226333,690291,66708
18,4,5,46,66999,733233,1704855,1429089,1226836,691725,66708
18,4,6,38,66999,741046,1610810,1427871,1229911,691113,66708
18,4,7,33,66999,750138,1552904,1428510,1239661,691791,66708
18,4,8,29,66999,756283,1507154,1429683,1240594,692158,66708
18,4,9,25,66999,762621,1458557,1427677,1234602,690223,66708
18,4,10,23,66999,772136,1437340,1427352,1233873,691665,66708
18,4,11,21,66999,780380,1414294,1428389,1230701,691847,66708
18,4,12,19,66999,787520,1390216,1428370,1235183,691089,66708
18,4,15,15,66987,808009,1326656,1402089,1233038,687150,66708
18,4,19,12,66987,840921,1295776,1405011,1231975,687876,66708
18,4,21,11,66999,858173,1286485,1406518,1224553,688838,66708
18,4,23,10,66999,874020,1275870,1404707,1231331,688520,66696
18,4,25,9,66999,888599,1263792,1403838,1225917,687078,66708
18,4,29,8,not found,not found,not found,not found,not found,not found,not found
18,4,33,7,not found,not found,not found,not found,not found,not found,not found
18,4,38,6,not found,not found,not found,not found,not found,not found,not found
18,4,45,5,not found,not found,not found,not found,not found,not found,not found
18,4,46,5,not found,not found,not found,not found,not found,not found,not found
18,4,57,4,not found,not found,not found,not found,not found,not found,not found
18,4,58,4,not found,not found,not found,not found,not found,not found,not found
18,5,4,57,66999,724049,1833657,1427542,1225329,691165,66708
18,5,4,58,66999,725130,1846345,1428896,1231040,692246,66708
18,5,5,45,66999,731823,1691894,1427438,1233771,690287,66696
18,5,5,46,66999,733197,1704351,1428785,1231085,691697,66708
18,5,6,38,66999,741010,1610342,1428748,1240107,691085,66708
18,5,7,33,66999,750210,1553600,1428911,1235672,691895,66708
18,5,8,29,66975,756283,1507046,1429314,1235931,692166,66708
18,5,9,25,66987,762657,1458929,1428919,1230983,690279,66708
18,5,10,23,66999,772136,1437376,1430329,1228072,691677,66708
18,5,11,21,66999,780416,1414534,1427682,1229762,691903,66708
18,5,12,19,66999,787556,1390432,1426632,1237615,691069,66708
18,5,15,15,66987,811180,1343554,1426974,1238033,690279,66708
18,5,19,12,66999,844155,1309752,1428594,1235199,691125,66708
18,5,21,11,66999,861300,1298980,1428224,1239067,691951,66708
18,5,23,10,66999,877197,1287427,1427834,1225865,691669,66708
18,5,25,9,66999,891800,1274435,1427868,1225703,690275,66708
18,5,29,8,not found,not found,not found,not found,not found,not found,not found
18,5,33,7,not found,not found,not found,not found,not found,not found,not found
18,5,38,6,not found,not found,not found,not found,not found,not found,not found
18,5,45,5,not found,not found,not found,not found,not found,not found,not found
18,5,46,5,not found,not found,not found,not found,not found,not found,not found
18,5,57,4,not found,not found,not found,not found,not found,not found,not found
18,5,58,4,not found,not found,not found,not found,not found,not found,not found
18,6,4,57,66999,724049,1833657,1427650,1225329,691165,66708
18,6,4,58,66999,725130,1846345,1428896,1231040,692246,66696
18,6,5,45,66987,731823,1691894,1427438,1233771,690287,66708
18,6,5,46,66999,733197,1704351,1428785,1231085,691697,66708
18,6,6,38,66999,741010,1610342,1428748,1240107,691085,66708
18,6,7,33,66999,750210,1553600,1428911,1235672,691895,66708
18,6,8,29,66999,756283,1507046,1429314,1235931,692166,66684
18,6,9,25,66999,762657,1458929,1428919,1230983,690279,66708
18,6,10,23,66999,772136,1437376,1430329,1228072,691677,66696
18,6,11,21,66999,780416,1414534,1427682,1229762,691903,66708
18,6,12,19,66999,787556,1390432,1426632,1237615,691069,66696
18,6,15,15,66987,811180,1343554,1426974,1238033,690279,66708
18,6,19,12,66999,844155,1309752,1428594,1235199,691125,66696
18,6,21,11,66999,861300,1298980,1428224,1239067,691951,66708
18,6,23,10,66999,877197,1287427,1427834,1225865,691669,66708
18,6,25,9,66999,891800,1274435,1427868,1225703,690275,66708
18,6,29,8,not found,not found,not found,not found,not found,not found,not found
18,6,33,7,not found,not found,not found,not found,not found,not found,not found
18,6,38,6,not found,not found,not found,not found,not found,not found,not found
18,6,45,5,not found,not found,not found,not found,not found,not found,not found
18,6,46,5,not found,not found,not found,not found,not found,not found,not found
18,6,57,4,not found,not found,not found,not found,not found,not found,not found
18,6,58,4,not found,not found,not found,not found,not found,not found,not found
18,7,4,57,66999,724002,1833610,1427343,1233896,691090,66708
18,7,4,58,66999,725083,1846298,1429290,1235635,692187,66708
18,7,5,45,66999,731776,1691847,1425310,1232099,690236,66696
18,7,5,46,66999,733186,1704796,1428492,1239155,691678,66708
18,7,6,38,66999,740963,1610295,1428551,1230823,691086,66708
18,7,7,33,66999,750163,1553589,1428012,1238771,691916,66708
18,7,8,29,66987,756200,1506843,1428047,1230339,692151,66708
18,7,9,25,66999,762610,1458942,1425470,1227766,690216,66708
18,7,10,23,66999,772089,1437329,1427770,1238501,691630,66708
18,7,11,21,66999,780369,1414511,1429369,1227296,691876,66708
18,7,12,19,66987,787473,1390289,1427142,1229266,691062,66708
18,7,15,15,66987,811133,1343507,1427195,1238014,690232,66708
18,7,19,12,66999,844072,1309549,1428054,1226157,691062,66696
18,7,21,11,66999,861145,1298549,1427388,1225691,691852,66708
18,7,23,10,66999,877150,1287380,1428103,1234448,691610,66708
18,7,25,9,66999,891753,1274388,1427548,1225351,690224,66708
18,7,29,8,not found,not found,not found,not found,not found,not found,not found
18,7,33,7,not found,not found,not found,not found,not found,not found,not found
18,7,38,6,not found,not found,not found,not found,not found,not found,not found
18,7,45,5,not found,not found,not found,not found,not found,not found,not found
18,7,46,5,not found,not found,not found,not found,not found,not found,not found
18,7,57,4,not found,not found,not found,not found,not found,not found,not found
18,7,58,4,not found,not found,not found,not found,not found,not found,not found
18,8,4,57,66999,727155,1896313,1450676,1237045,694232,66708
18,8,4,58,66999,728236,1910277,1452623,1238784,695329,66708
18,8,5,45,66999,731776,1691847,1425310,1232099,690236,66708
18,8,5,46,66999,733186,1704796,1428492,1239155,691678,66708
18,8,6,38,66999,740963,1610295,1428551,1230823,691086,66708
18,8,7,33,66999,750163,1553589,1428012,1238771,691916,66708
18,8,8,29,66999,756200,1506843,1428047,1230339,692151,66708
18,8,9,25,66987,762610,1458942,1425470,1227766,690216,66708
18,8,10,23,66999,772089,1437329,1427770,1238501,691630,66708
18,8,11,21,66999,780369,1414511,1429369,1227296,691876,66708
18,8,12,19,66999,787473,1390289,1427142,1229266,691062,66708
18,8,15,15,66999,811097,1343315,1426931,1237978,690196,66708
18,8,19,12,66999,844108,1309705,1428318,1226193,691098,66696
18,8,21,11,66999,861109,1298405,1427124,1225655,691816,66708
18,8,23,10,66999,877150,1287380,1428103,1234448,691610,66708
18,8,25,9,66999,891753,1274388,1427548,1225351,690224,66708
18,8,29,8,not found,not found,not found,not found,not found,not found,not found
18,8,33,7,not found,not found,not found,not found,not found,not found,not found
18,8,38,6,not found,not found,not found,not found,not found,not found,not found
18,8,45,5,not found,not found,not found,not found,not found,not found,not found
18,8,46,5,not found,not found,not found,not found,not found,not found,not found
18,8,57,4,not found,not found,not found,not found,not found,not found,not found
18,8,58,4,not found,not found,not found,not found,not found,not found,not found
18,9,4,57,66999,727155,1896313,1450676,1237045,694232,66696
18,9,4,58,66999,728200,1909569,1452359,1238748,695293,66708
18,9,5,45,66999,734906,1741218,1448643,1235248,693378,66708
18,9,5,46,66999,736316,1755428,1451825,1242304,694820,66708
18,9,6,38,66999,744118,1652111,1451884,1233971,694228,66696
18,9,7,33,66999,753307,1589824,1451345,1241920,695058,66708
18,9,8,29,66987,756200,1506843,1428047,1230339,692151,66708
18,9,9,25,66999,762610,1458942,1425470,1227766,690216,66708
18,9,10,23,66999,772089,1437329,1427770,1238501,691630,66708
18,9,11,21,66999,780369,1414511,1429369,1227296,691876,66696
18,9,12,19,66999,787473,1390289,1427142,1229266,691062,66708
18,9,15,15,66999,811133,1343507,1427195,1238014,690232,66708
18,9,19,12,66999,844108,1309705,1428318,1226193,691098,66708
18,9,21,11,66999,861109,1298405,1427124,1225655,691816,66708
18,9,23,10,66999,877150,1287380,1428103,1234448,691610,66708
18,9,25,9,66999,891753,1274388,1427548,1225351,690224,66708
18,9,29,8,not found,not found,not found,not found,not found,not found,not found
18,9,33,7,not found,not found,not found,not found,not found,not found,not found
18,9,38,6,not found,not found,not found,not found,not found,not found,not found
18,9,45,5,not found,not found,not found,not found,not found,not found,not found
18,9,46,5,not found,not found,not found,not found,not found,not found,not found
18,9,57,4,not found,not found,not found,not found,not found,not found,not found
18,9,58,4,not found,not found,not found,not found,not found,not found,not found
19,2,4,55,66999,722167,1807584,1405446,1225133,689311,66696
19,2,4,56,66999,723284,1820927,1412321,1237700,690392,66696
19,2,5,44,66999,727670,1630928,1402554,1233295,686134,66708
19,2,6,37,66999,736574,1557113,1403147,1234108,686606,66708
