h,d,a,k,setPk_max,naysayerFors,naysayerForsHash,WotsHashNaysayer,wotsNaysayer,xmssNaysayer,setSign
9,6,14,17,66975,804167,1367537,1427436,1233829,691321,66708
9,6,15,16,66999,812672,1356439,1427492,1238323,691794,66708
9,6,16,15,66999,820489,1344986,1427572,1238379,691830,66708
9,6,17,14,66999,828183,1332769,1427863,1239018,691229,66696
9,6,18,13,66987,835105,1320448,1425686,1236373,690149,66708
9,6,20,12,66999,852756,1310350,1427328,1238327,691802,66708
9,6,24,10,66999,885005,1287377,1427553,1238620,691754,66708
9,6,26,9,66999,899703,1274294,1426633,1233006,690185,66708
9,6,30,8,not found,not found,not found,not found,not found,not found,not found
9,6,34,7,not found,not found,not found,not found,not found,not found,not found
9,6,39,6,not found,not found,not found,not found,not found,not found,not found
9,6,40,6,not found,not found,not found,not found,not found,not found,not found
9,6,47,5,not found,not found,not found,not found,not found,not found,not found
9,6,48,5,not found,not found,not found,not found,not found,not found,not found
9,6,59,4,not found,not found,not found,not found,not found,not found,not found
9,6,60,4,not found,not found,not found,not found,not found,not found,not found
9,7,4,59,66999,723650,1856806,1426639,1232980,690773,66708
9,7,4,60,66999,724731,1869521,1428580,1230888,691794,66708
9,7,5,47,66999,731988,1715428,1426052,1228052,690475,66708
9,7,5,48,66999,733315,1727906,1427744,1229716,691850,66708
9,7,6,39,66999,740047,1621045,1426309,1228625,690113,66708
9,7,6,40,66999,741728,1634790,1427993,1238688,691818,66708
9,7,7,34,66999,749529,1564439,1427685,1238448,691221,66708
9,7,8,30,66999,755884,1518371,1428275,1230599,691790,66708
9,7,9,26,66999,762540,1470392,1427092,1225259,690141,66708
9,7,10,24,66999,772218,1448626,1429462,1231558,691782,66708
9,7,12,20,66999,788238,1402655,1429109,1231245,691794,66684
9,7,13,18,66999,794968,1377762,1426927,1229291,690117,66708
9,7,14,17,66999,804167,1367537,1427436,1233829,691321,66708
9,7,15,16,66999,812672,1356439,1427492,1238323,691794,66696
9,7,16,15,66999,820489,1344986,1427572,1238379,691830,66708
9,7,17,14,66999,828183,1332769,1427863,1239018,691229,66708
9,7,18,13,66999,835105,1320448,1425686,1236373,690149,66708
9,7,20,12,66999,852756,1310350,1427328,1238327,691802,66708
9,7,24,10,66975,885041,1287509,1427817,1238656,691790,66708
9,7,26,9,66999,899703,1274294,1426633,1233006,690185,66708
9,7,30,8,not found,not found,not found,not found,not found,not found,not found
9,7,34,7,not found,not found,not found,not found,not found,not found,not found
9,7,39,6,not found,not found,not found,not found,not found,not found,not found
9,7,40,6,not found,not found,not found,not found,not found,not found,not found
9,7,47,5,not found,not found,not found,not found,not found,not found,not found
9,7,48,5,not found,not found,not found,not found,not found,not found,not found
9,7,59,4,not found,not found,not found,not found,not found,not found,not found
9,7,60,4,not found,not found,not found,not found,not found,not found,not found
9,8,4,59,66999,726803,1921750,1449972,1236129,693915,66696
9,8,4,60,66999,727884,1935769,1451913,1234036,694936,66708
9,8,5,47,66999,731988,1715428,1426052,1228052,690475,66708
9,8,5,48,66999,733315,1727906,1427744,1229716,691850,66708
9,8,6,39,66999,740083,1621525,1426573,1228661,690149,66708
9,8,6,40,66999,741728,1634790,1427993,1238688,691818,66708
9,8,7,34,66999,749529,1564439,1427685,1238448,691221,66708
9,8,8,30,66999,755884,1518371,1428275,1230599,691790,66708
9,8,9,26,66999,762504,1470068,1426828,1225223,690105,66708
9,8,10,24,66987,772218,1448626,1429462,1231558,691782,66708
9,8,12,20,66999,788238,1402655,1429109,1231245,691794,66708
9,8,13,18,66987,794968,1377762,1426927,1229291,690117,66708
9,8,14,17,66999,804167,1367537,1427436,1233829,691321,66708
9,8,15,16,66999,812672,1356439,1427492,1238323,691794,66696
9,8,16,15,66999,820489,1344986,1427572,1238379,691830,66708
9,8,17,14,66999,828183,1332769,1427863,1239018,691229,66708
9,8,18,13,66999,835105,1320448,1425686,1236373,690149,66708
9,8,20,12,66999,852720,1310194,1427064,1238291,691766,66708
9,8,24,10,66999,885041,1287509,1427817,1238656,691790,66708
9,8,26,9,66999,899703,1274294,1426633,1233006,690185,66708
9,8,30,8,not found,not found,not found,not found,not found,not found,not found
9,8,34,7,not found,not found,not found,not found,not found,not found,not found
9,8,39,6,not found,not found,not found,not found,not found,not found,not found
9,8,40,6,not found,not found,not found,not found,not found,not found,not found
9,8,47,5,not found,not found,not found,not found,not found,not found,not found
9,8,48,5,not found,not found,not found,not found,not found,not found,not found
9,8,59,4,not found,not found,not found,not found,not found,not found,not found
9,8,60,4,not found,not found,not found,not found,not found,not found,not found
10,2,4,59,66999,723943,1856583,1405325,1233686,691074,66696
10,2,4,60,66999,725060,1869862,1405499,1233808,692131,66708
10,2,5,47,66999,729128,1663743,1403978,1235123,687623,66708
10,2,5,48,66999,730491,1675611,1406054,1236791,689002,66708
10,2,6,39,66999,737258,1578934,1397002,1222109,687345,66708
10,2,6,40,66999,738903,1591299,1406042,1223825,689006,66708
10,2,7,34,66999,746656,1527364,1397304,1235957,688489,66708
10,2,8,30,66999,753057,1485774,1405589,1223504,689002,66708
10,2,9,26,66999,759713,1442111,1393569,1224064,687373,66708
10,2,10,24,66999,769426,1422844,1398310,1223041,689030,66696
10,2,12,20,66975,785421,1380812,1397620,1235757,688990,66708
10,2,13,18,66987,792174,1358272,1388681,1230041,687349,66708
10,2,14,17,66999,801373,1348958,1389122,1234567,688445,66708
10,2,15,16,66987,809830,1338745,1389583,1226406,688978,66708
10,2,16,15,66999,817622,1328297,1391848,1236149,689014,66708
10,2,17,14,66999,825387,1317396,1393093,1230685,688465,66708
10,2,18,13,66999,832236,1305825,1396022,1231142,687353,66708
10,2,20,12,66987,849934,1297015,1396269,1232085,688974,66708
10,2,24,10,66999,882205,1276281,1401584,1227439,688938,66708
10,2,26,9,66987,896902,1264184,1404052,1221795,687329,66708
10,2,30,8,not found,not found,not found,not found,not found,not found,not found
10,2,34,7,not found,not found,not found,not found,not found,not found,not found
10,2,39,6,not found,not found,not found,not found,not found,not found,not found
10,2,40,6,not found,not found,not found,not found,not found,not found,not found
10,2,47,5,not found,not found,not found,not found,not found,not found,not found
10,2,48,5,not found,not found,not found,not found,not found,not found,not found
10,2,59,4,not found,not found,not found,not found,not found,not found,not found
10,2,60,4,not found,not found,not found,not found,not found,not found,not found
10,3,4,59,66999,723979,1857111,1422059,1234228,691094,66696
10,3,4,60,66999,725060,1869862,1421616,1234869,692131,66696
10,3,5,47,66999,732317,1715829,1427641,1238272,690784,66684
10,3,5,48,66999,733680,1728715,1428504,1235193,692151,66696
10,3,6,39,66999,740340,1621158,1427007,1233588,690458,66708
10,3,6,40,66999,742021,1634555,1428788,1239591,692059,66708
10,3,7,34,66999,746656,1527364,1404579,1235628,688481,66708
10,3,8,30,66999,753057,1485654,1406640,1237421,689006,66708
10,3,9,26,66987,759713,1442111,1404329,1230821,687389,66708
10,3,10,24,66999,769426,1422844,1406203,1232771,688990,66696
10,3,12,20,66999,785385,1380560,1404811,1227162,688954,66708
10,3,13,18,66999,792174,1358272,1403948,1221847,687365,66708
10,3,14,17,66999,801373,1348922,1404711,1222650,688429,66708
10,3,15,16,66999,809830,1338853,1405690,1223813,689014,66708
10,3,16,15,66999,817586,1328105,1401791,1224030,688926,66708
10,3,17,14,66999,825387,1317516,1401370,1226677,688505,66708
10,3,18,13,66999,832236,1305885,1403180,1231736,687293,66708
10,3,20,12,66999,849934,1297015,1404433,1223452,688962,66708
10,3,24,10,66999,882169,1276149,1405681,1232137,688990,66696
10,3,26,9,66999,896902,1264184,1404662,1231126,687373,66708
10,3,30,8,not found,not found,not found,not found,not found,not found,not found
10,3,34,7,not found,not found,not found,not found,not found,not found,not found
10,3,39,6,not found,not found,not found,not found,not found,not found,not found
10,3,40,6,not found,not found,not found,not found,not found,not found,not found
10,3,47,5,not found,not found,not found,not found,not found,not found,not found
10,3,48,5,not found,not found,not found,not found,not found,not found,not found
10,3,59,4,not found,not found,not found,not found,not found,not found,not found
10,3,60,4,not found,not found,not found,not found,not found,not found,not found
10,4,4,59,66999,723932,1857064,1422253,1237552,691035,66708
10,4,4,60,66999,724977,1868915,1423443,1227178,692056,66696
10,4,5,47,66987,732270,1715782,1428152,1230148,690689,66696
10,4,5,48,66999,733633,1728668,1429880,1240531,692124,66708
10,4,6,39,66999,740365,1621843,1427590,1238525,690387,66708
10,4,6,40,66999,742010,1635048,1427625,1238328,692104,66708
10,4,7,34,66987,749811,1564769,1428677,1226376,691551,66684
10,4,8,30,66975,756166,1518533,1428942,1226893,692092,66708
10,4,9,26,66999,762822,1470674,1427842,1229906,690447,66696
10,4,10,24,66999,772500,1448956,1427902,1238637,692092,66708
10,4,12,20,66999,785374,1380765,1405875,1223734,688951,66696
10,4,13,18,66999,792055,1357769,1404419,1226694,687222,66708
10,4,14,17,66999,801254,1348419,1404889,1222888,688354,66696
10,4,15,16,66999,809819,1338866,1404872,1231484,688987,66696
10,4,16,15,66999,817611,1328442,1405598,1236403,688891,66708
10,4,17,14,66999,825340,1317493,1404644,1231268,688450,66708
10,4,18,13,66999,832225,1305958,1403681,1221760,687290,66708
10,4,20,12,66987,849923,1297124,1404442,1235191,688971,66708
10,4,24,10,66999,882158,1276234,1405939,1228074,688919,66708
10,4,26,9,66987,896819,1264017,1403994,1235043,687274,66708
10,4,30,8,not found,not found,not found,not found,not found,not found,not found
10,4,34,7,not found,not found,not found,not found,not found,not found,not found
10,4,39,6,not found,not found,not found,not found,not found,not found,not found
10,4,40,6,not found,not found,not found,not found,not found,not found,not found
10,4,47,5,not found,not found,not found,not found,not found,not found,not found
10,4,48,5,not found,not found,not found,not found,not found,not found,not found
10,4,59,4,not found,not found,not found,not found,not found,not found,not found
10,4,60,4,not found,not found,not found,not found,not found,not found,not found
10,5,4,59,66999,723932,1857064,1426861,1237552,691035,66696
10,5,4,60,66999,725013,1869647,1429287,1227214,692092,66708
10,5,5,47,66999,732270,1715782,1428152,1230148,690689,66708
10,5,5,48,66999,733633,1728668,1429880,1240531,692124,66708
10,5,6,39,66999,740365,1621843,1427590,1238525,690387,66708
10,5,6,40,66999,742010,1635048,1427625,1238328,692104,66708
10,5,7,34,66999,749811,1564769,1428677,1226376,691551,66708
10,5,8,30,66999,756166,1518533,1428942,1226893,692092,66708
10,5,9,26,66999,762822,1470674,1427842,1229906,690447,66696
10,5,10,24,66999,772500,1448956,1427902,1238637,692092,66708
10,5,12,20,66999,788520,1402937,1429118,1226881,692092,66696
10,5,13,18,66987,795250,1378044,1427518,1229878,690399,66708
10,5,14,17,66999,804413,1367447,1428132,1226035,691495,66708
10,5,15,16,66999,812990,1356781,1428115,1234632,692128,66708
10,5,16,15,66987,820771,1345340,1428841,1239552,692032,66708
10,5,17,14,66999,828501,1333291,1427887,1234416,691591,66708
10,5,18,13,66999,835351,1320562,1426660,1224871,690395,66708
10,5,20,12,66999,853074,1310788,1427685,1238340,692112,66708
10,5,24,10,66999,885287,1287659,1428918,1231186,692024,66696
10,5,26,9,66999,899985,1274540,1427237,1238192,690415,66696
10,5,30,8,not found,not found,not found,not found,not found,not found,not found
10,5,34,7,not found,not found,not found,not found,not found,not found,not found
10,5,39,6,not found,not found,not found,not found,not found,not found,not found
10,5,40,6,not found,not found,not found,not found,not found,not found,not found
10,5,47,5,not found,not found,not found,not found,not found,not found,not found
10,5,48,5,not found,not found,not found,not found,not found,not found,not found
10,5,59,4,not found,not found,not found,not found,not found,not found,not found
10,5,60,4,not found,not found,not found,not found,not found,not found,not found
10,6,4,57,66999,721793,1831401,1423833,1234472,688897,66708
10,6,4,58,66999,722874,1844089,1426636,1228780,689942,66708
10,6,5,45,66999,729531,1689134,1424548,1226540,688039,66696
10,6,5,46,66999,730941,1702083,1425999,1232568,689425,66696
10,6,6,38,66999,738790,1608554,1425588,1236667,688877,66708
10,6,7,33,66999,747918,1550996,1424753,1227205,689679,66708
10,6,8,29,66999,753955,1504250,1427339,1229631,689870,66708
10,6,9,25,66999,760401,1456733,1424175,1230552,688047,66708
10,6,10,23,66999,769880,1435120,1426212,1228564,689429,66708
10,6,11,21,66999,778124,1412014,1427052,1233717,689607,66708
10,6,12,19,66999,785300,1388200,1425483,1236306,688789,66708
10,6,15,15,66987,808888,1341178,1425431,1227483,688031,66708
10,6,19,12,66999,841827,1307172,1425732,1232305,688849,66708
10,6,21,11,66999,859044,1296724,1425639,1223542,689675,66708
10,6,23,10,66999,874941,1285171,1425413,1231922,689401,66708
10,6,25,9,66999,889544,1272119,1424765,1222508,687995,66708
10,6,29,8,not found,not found,not found,not found,not found,not found,not found
10,6,33,7,not found,not found,not found,not found,not found,not found,not found
10,6,38,6,not found,not found,not found,not found,not found,not found,not found
10,6,45,5,not found,not found,not found,not found,not found,not found,not found
10,6,46,5,not found,not found,not found,not found,not found,not found,not found
10,6,57,4,not found,not found,not found,not found,not found,not found,not found
10,6,58,4,not found,not found,not found,not found,not found,not found,not found
10,7,4,57,66999,721793,1831401,1423833,1234472,688897,66708
10,7,4,58,66999,722874,1844089,1426636,1228780,689942,66708
10,7,5,45,66999,729495,1688582,1424284,1226504,688003,66696
10,7,5,46,66999,730941,1702083,1425999,1232568,689425,66708
10,7,6,38,66987,738754,1608086,1425324,1236631,688841,66708
10,7,7,33,66999,747954,1551404,1425017,1227241,689715,66708
10,7,8,29,66999,753991,1504610,1427603,1229667,689906,66708
10,7,9,25,66999,760401,1456733,1424175,1230552,688047,66708
10,7,10,23,66999,769880,1435120,1426212,1228564,689429,66708
10,7,11,21,66987,778160,1412278,1427316,1233753,689643,66708
10,7,12,19,66999,785300,1388200,1425483,1236306,688789,66708
10,7,15,15,66999,808888,1341178,1425431,1227483,688031,66708
10,7,19,12,66999,841827,1307172,1425732,1232305,688849,66708
10,7,21,11,66999,859044,1296724,1425639,1223542,689675,66708
10,7,23,10,66999,874941,1285171,1425413,1231922,689401,66708
10,7,25,9,66999,889544,1272119,1424765,1222508,687995,66708
10,7,29,8,not found,not found,not found,not found,not found,not found,not found
10,7,33,7,not found,not found,not found,not found,not found,not found,not found
10,7,38,6,not found,not found,not found,not found,not found,not found,not found
10,7,45,5,not found,not found,not found,not found,not found,not found,not found
10,7,46,5,not found,not found,not found,not found,not found,not found,not found
10,7,57,4,not found,not found,not found,not found,not found,not found,not found
10,7,58,4,not found,not found,not found,not found,not found,not found,not found
10,8,4,57,66999,724910,1893408,1446902,1237585,692003,66708
10,8,4,58,66999,726027,1908068,1449969,1231928,693084,66708
10,8,5,45,66999,729531,1689134,1424548,1226540,688039,66684
10,8,5,46,66987,730905,1701519,1425735,1232532,689389,66684
10,8,6,38,66999,738790,1608554,1425588,1236667,688877,66708
10,8,7,33,66999,747882,1550588,1424489,1227169,689643,66708
10,8,8,29,66987,753991,1504610,1427603,1229667,689906,66708
10,8,9,25,66999,760401,1456733,1424175,1230552,688047,66708
10,8,10,23,66999,769880,1435120,1426212,1228564,689429,66708
10,8,11,21,66999,778160,1412278,1427316,1233753,689643,66708
10,8,12,19,66987,785300,1388200,1425483,1236306,688789,66708
10,8,15,15,66999,808888,1341178,1425431,1227483,688031,66708
10,8,19,12,66987,841827,1307172,1425732,1232305,688849,66708
10,8,21,11,66999,859044,1296724,1425639,1223542,689675,66708
10,8,23,10,66999,874941,1285171,1425413,1231922,689401,66696
10,8,25,9,66975,889544,1272119,1424765,1222508,687995,66708
10,8,29,8,not found,not found,not found,not found,not found,not found,not found
10,8,33,7,not found,not found,not found,not found,not found,not found,not found
10,8,38,6,not found,not found,not found,not found,not found,not found,not found
10,8,45,5,not found,not found,not found,not found,not found,not found,not found
10,8,46,5,not found,not found,not found,not found,not found,not found,not found
10,8,57,4,not found,not found,not found,not found,not found,not found,not found
10,8,58,4,not found,not found,not found,not found,not found,not found,not found
10,9,4,57,66999,724946,1894104,1447166,1237621,692039,66708
10,9,4,58,66999,726027,1908068,1449969,1231928,693084,66708
10,9,5,45,66999,732661,1738505,1447881,1229688,691181,66708
10,9,5,46,66975,734071,1752715,1449332,1235717,692567,66708
10,9,6,38,66999,738790,1608554,1425588,1236667,688877,66708
10,9,7,33,66999,747954,1551404,1425017,1227241,689715,66696
10,9,8,29,66999,753991,1504610,1427603,1229667,689906,66708
10,9,9,25,66999,760401,1456733,1424175,1230552,688047,66708
10,9,10,23,66999,769880,1435120,1426212,1228564,689429,66696
10,9,11,21,66999,778160,1412278,1427316,1233753,689643,66708
10,9,12,19,66999,785300,1388200,1425483,1236306,688789,66708
10,9,15,15,66999,808816,1340794,1424903,1227411,687959,66708
10,9,19,12,66999,841827,1307172,1425732,1232305,688849,66708
10,9,21,11,66987,859044,1296724,1425639,1223542,689675,66708
10,9,23,10,66999,874941,1285171,1425413,1231922,689401,66708
10,9,25,9,66999,889544,1272119,1424765,1222508,687995,66708
10,9,29,8,not found,not found,not found,not found,not found,not found,not found
10,9,33,7,not found,not found,not found,not found,not found,not found,not found
10,9,38,6,not found,not found,not found,not found,not found,not found,not found
10,9,45,5,not found,not found,not found,not found,not found,not found,not found
10,9,46,5,not found,not found,not found,not found,not found,not found,not found
10,9,57,4,not found,not found,not found,not found,not found,not found,not found
10,9,58,4,not found,not found,not found,not found,not found,not found,not found
11,2,4,59,66999,724261,1857417,1404680,1233041,691344,66708
11,2,4,60,66999,725342,1870084,1406708,1235041,692461,66708
11,2,5,47,66999,729446,1664457,1404585,1231377,687893,66708
11,2,5,48,66999,730809,1676397,1407239,1238012,689236,66708
11,2,6,39,66999,737540,1579372,1396044,1225451,687639,66708
11,2,6,40,66999,739185,1591629,1406011,1232447,689264,66708
11,2,7,34,66987,746974,1527898,1397911,1223570,688735,66708
11,2,8,30,66999,753303,1485744,1406846,1229037,689260,66708
11,2,9,26,66999,759959,1442141,1394790,1229590,687655,66696
11,2,10,24,66999,769708,1423126,1398905,1236606,689300,66696
11,2,12,20,66999,785631,1380578,1398901,1224032,689296,66708
11,2,13,18,66999,792456,1358554,1388470,1229962,687619,66708
11,2,14,17,66999,801655,1349240,1389982,1226793,688763,66708
11,2,15,16,66999,810148,1339231,1390142,1222641,689260,66708
11,2,16,15,66999,817940,1328771,1393491,1233691,689260,66684
11,2,17,14,66999,825669,1317822,1393314,1235007,688771,66696
11,2,18,13,66999,832554,1306287,1396496,1231424,687647,66708
11,2,20,12,66999,850216,1297297,1397839,1225002,689280,66708
11,2,24,10,66999,882487,1276563,1401696,1231472,689232,66708
11,2,26,9,66999,897184,1264466,1404671,1231091,687635,66708
11,2,30,8,not found,not found,not found,not found,not found,not found,not found
11,2,34,7,not found,not found,not found,not found,not found,not found,not found
11,2,39,6,not found,not found,not found,not found,not found,not found,not found
11,2,40,6,not found,not found,not found,not found,not found,not found,not found
11,2,47,5,not found,not found,not found,not found,not found,not found,not found
11,2,48,5,not found,not found,not found,not found,not found,not found,not found
11,2,59,4,not found,not found,not found,not found,not found,not found,not found
11,2,60,4,not found,not found,not found,not found,not found,not found,not found
11,3,4,59,66999,724214,1857370,1422631,1239082,691305,66708
11,3,4,60,66999,725259,1869557,1421707,1230799,692378,66708
11,3,5,47,66999,732552,1716064,1428671,1226426,690983,66708
11,3,5,48,66999,733879,1728362,1429232,1240143,692350,66708
11,3,6,39,66999,740647,1622089,1427169,1237876,690717,66708
11,3,6,40,66999,742292,1635354,1429902,1240777,692342,66708
11,3,7,34,66999,746927,1527851,1405801,1236802,688704,66696
11,3,8,30,66999,753292,1485829,1404926,1236043,689193,66708
11,3,9,26,66999,759948,1442346,1403625,1234434,687624,66708
11,3,10,24,66999,769661,1423079,1405812,1232368,689237,66708
11,3,12,20,66987,785656,1381035,1405997,1228360,689225,66708
11,3,13,18,66999,792409,1358447,1403533,1221444,687564,66708
11,3,14,17,66999,801536,1348857,1405825,1236758,688628,66708
11,3,15,16,66999,810065,1339088,1406599,1228986,689249,66708
11,3,16,15,66999,817857,1328460,1401616,1236705,689185,66708
11,3,17,14,66999,825586,1317595,1401858,1235859,688704,66708
11,3,18,13,66999,832507,1306240,1401850,1234759,687600,66708
11,3,20,12,66999,850205,1297406,1405221,1237018,689233,66708
11,3,24,10,66999,882440,1276516,1407060,1229307,689225,66708
11,3,26,9,66999,897101,1264299,1404572,1226719,687572,66708
11,3,30,8,not found,not found,not found,not found,not found,not found,not found
11,3,34,7,not found,not found,not found,not found,not found,not found,not found
11,3,39,6,not found,not found,not found,not found,not found,not found,not found
11,3,40,6,not found,not found,not found,not found,not found,not found,not found
11,3,47,5,not found,not found,not found,not found,not found,not found,not found
11,3,48,5,not found,not found,not found,not found,not found,not found,not found
11,3,59,4,not found,not found,not found,not found,not found,not found,not found
11,3,60,4,not found,not found,not found,not found,not found,not found,not found
11,4,4,57,66999,722075,1831491,1423304,1223351,689163,66708
11,4,4,58,66999,723156,1844299,1423594,1224741,690236,66708
11,4,5,45,66999,729849,1689872,1423623,1234502,688273,66708
11,4,5,46,66999,731259,1702905,1425626,1236277,689751,66708
11,4,6,38,66999,738964,1607432,1424794,1231311,689135,66708
11,4,7,33,66999,748236,1551686,1426061,1232514,690001,66708
11,4,8,29,66987,754309,1505276,1425904,1224063,690200,66708
11,4,9,25,66999,760683,1457015,1423857,1226417,688325,66696
11,4,10,23,66999,767005,1409944,1402697,1233738,686574,66708
11,4,11,21,66999,775284,1389270,1403597,1221620,686808,66708
11,4,12,19,66999,782400,1367199,1402647,1220794,685982,66708
11,4,15,15,66999,805999,1324562,1400099,1218054,685140,66708
11,4,19,12,66999,838947,1293802,1401872,1232825,685994,66708
11,4,21,11,66999,856199,1284511,1402674,1225025,686820,66708
11,4,23,10,66999,872010,1273764,1403669,1226260,686506,66696
11,4,25,9,66999,886697,1261998,1402691,1220578,685120,66708
11,4,29,8,not found,not found,not found,not found,not found,not found,not found
11,4,33,7,not found,not found,not found,not found,not found,not found,not found
11,4,38,6,not found,not found,not found,not found,not found,not found,not found
11,4,45,5,not found,not found,not found,not found,not found,not found,not found
11,4,46,5,not found,not found,not found,not found,not found,not found,not found
11,4,57,4,not found,not found,not found,not found,not found,not found,not found
11,4,58,4,not found,not found,not found,not found,not found,not found,not found
11,5,4,57,66999,722075,1831491,1425608,1223351,689163,66708
11,5,4,58,66999,723156,1844299,1426942,1224741,690236,66708
11,5,5,45,66999,729849,1689872,1423623,1234502,688273,66696
11,5,5,46,66999,731259,1702905,1425626,1236277,689751,66708
11,5,6,38,66999,738964,1607432,1424794,1231311,689135,66708
11,5,7,33,66999,748236,1551686,1426061,1232514,690001,66708
11,5,8,29,66999,754309,1505276,1425904,1224063,690200,66708
11,5,9,25,66999,760683,1457015,1423857,1226417,688325,66708
11,5,10,23,66999,770162,1435402,1425940,1236887,689715,66708
11,5,11,21,66999,778442,1412584,1426840,1224767,689949,66708
11,5,12,19,66999,785546,1388362,1425890,1223941,689123,66696
11,5,15,15,66999,809098,1341076,1422910,1221129,688209,66708
11,5,19,12,66999,842145,1307622,1425379,1236010,689171,66708
11,5,21,11,66999,859362,1297150,1425917,1228173,689961,66708
11,5,23,10,66999,875223,1285453,1427176,1229444,689683,66708
11,5,25,9,66987,889862,1272521,1425934,1223725,688261,66696
11,5,29,8,not found,not found,not found,not found,not found,not found,not found
11,5,33,7,not found,not found,not found,not found,not found,not found,not found
11,5,38,6,not found,not found,not found,not found,not found,not found,not found
11,5,45,5,not found,not found,not found,not found,not found,not found,not found
11,5,46,5,not found,not found,not found,not found,not found,not found,not found
11,5,57,4,not found,not found,not found,not found,not found,not found,not found
11,5,58,4,not found,not found,not found,not found,not found,not found,not found
11,6,4,57,66999,722075,1831683,1426053,1232326,689191,66696
11,6,4,58,66999,723156,1844299,1426521,1228737,690212,66708
11,6,5,45,66999,729849,1689920,1424830,1231151,688321,66708
11,6,5,46,66999,731259,1702905,1426281,1228521,689707,66708
11,6,6,38,66999,739072,1608836,1425436,1223339,689159,66708
11,6,7,33,66987,748236,1551686,1427441,1225112,690009,66696
11,6,8,29,66999,754309,1505276,1425947,1236694,690188,66708
11,6,9,25,66999,760647,1456703,1425698,1223697,688269,66696
11,6,10,23,66999,770090,1434826,1425628,1223847,689663,66708
11,6,11,21,66999,778442,1412584,1425769,1228093,689925,66708
11,6,12,19,66987,785510,1388122,1425512,1231993,689119,66708
11,6,15,15,66999,809206,1341580,1424485,1226525,688325,66708
11,6,19,12,66999,842145,1307622,1425678,1232563,689131,66708
11,6,21,11,66987,859362,1297150,1425825,1236844,689993,66708
11,6,23,10,66999,875187,1285321,1426080,1223887,689707,66696
11,6,25,9,66999,889826,1272461,1426323,1228367,688301,66696
11,6,29,8,not found,not found,not found,not found,not found,not found,not found
11,6,33,7,not found,not found,not found,not found,not found,not found,not found
11,6,38,6,not found,not found,not found,not found,not found,not found,not found
11,6,45,5,not found,not found,not found,not found,not found,not found,not found
11,6,46,5,not found,not found,not found,not found,not found,not found,not found
11,6,57,4,not found,not found,not found,not found,not found,not found,not found
11,6,58,4,not found,not found,not found,not found,not found,not found,not found
11,7,4,57,66999,722075,1831683,1426053,1232326,689191,66708
11,7,4,58,66999,723156,1844299,1426521,1228737,690212,66708
11,7,5,45,66987,729849,1689920,1424830,1231151,688321,66708
11,7,5,46,66999,731259,1702905,1426281,1228521,689707,66708
11,7,6,38,66999,739072,1608836,1425436,1223339,689159,66708
11,7,7,33,66999,748236,1551686,1427441,1225112,690009,66708
11,7,8,29,66999,754309,1505276,1425947,1236694,690188,66708
11,7,9,25,66999,760683,1457015,1425962,1223733,688305,66708
11,7,10,23,66999,770162,1435402,1426156,1223919,689735,66708
11,7,11,21,66987,778406,1412320,1425505,1228057,689889,66708
11,7,12,19,66999,785510,1388122,1425512,1231993,689119,66708
11,7,15,15,66999,809206,1341580,1424485,1226525,688325,66708
11,7,19,12,66999,842145,1307622,1425678,1232563,689131,66708
11,7,21,11,66999,859362,1297150,1425825,1236844,689993,66708
11,7,23,10,66999,875187,1285321,1426080,1223887,689707,66708
11,7,25,9,66999,889826,1272461,1426323,1228367,688301,66708
11,7,29,8,not found,not found,not found,not found,not found,not found,not found
11,7,33,7,not found,not found,not found,not found,not found,not found,not found
11,7,38,6,not found,not found,not found,not found,not found,not found,not found
11,7,45,5,not found,not found,not found,not found,not found,not found,not found
11,7,46,5,not found,not found,not found,not found,not found,not found,not found
11,7,57,4,not found,not found,not found,not found,not found,not found,not found
11,7,58,4,not found,not found,not found,not found,not found,not found,not found
11,8,4,57,66999,725228,1894386,1449386,1235475,692333,66708
11,8,4,58,66999,726309,1908278,1449782,1231885,693354,66708
11,8,5,45,66999,729849,1689920,1424830,1231151,688321,66708
11,8,5,46,66999,731259,1702905,1426281,1228521,689707,66708
11,8,6,38,66999,739072,1608836,1425436,1223339,689159,66708
11,8,7,33,66999,748236,1551686,1427441,1225112,690009,66696
11,8,8,29,66999,754309,1505276,1425947,1236694,690188,66708
11,8,9,25,66999,760683,1457015,1425962,1223733,688305,66708
11,8,10,23,66999,770162,1435402,1426156,1223919,689735,66708
11,8,11,21,66999,778442,1412584,1425769,1228093,689925,66696
11,8,12,19,66999,785510,1388122,1425512,1231993,689119,66708
11,8,15,15,66999,809206,1341580,1424485,1226525,688325,66708
11,8,19,12,66999,842181,1307778,1425942,1232599,689167,66696
11,8,21,11,66999,859362,1297150,1425825,1236844,689993,66708
11,8,23,10,66999,875187,1285321,1426080,1223887,689707,66708
11,8,25,9,66999,889826,1272461,1426323,1228367,688301,66708
11,8,29,8,not found,not found,not found,not found,not found,not found,not found
11,8,33,7,not found,not found,not found,not found,not found,not found,not found
11,8,38,6,not found,not found,not found,not found,not found,not found,not found
11,8,45,5,not found,not found,not found,not found,not found,not found,not found
11,8,46,5,not found,not found,not found,not found,not found,not found,not found
11,8,57,4,not found,not found,not found,not found,not found,not found,not found
11,8,58,4,not found,not found,not found,not found,not found,not found,not found
11,9,4,57,66999,725228,1894386,1449386,1235475,692333,66708
